,Q1,Q2,Q3,Q4,Q5,Q6
21101,25-29,Man,Nigeria,Bachelor’s degree,Data Engineer,3-5 years
21102,30-34,Man,China,Bachelor’s degree,Data Analyst,5-10 years
21103,45-49,Man,United States of America,Master’s degree,Currently not employed,10-20 years
21104,50-54,Man,Canada,Master’s degree,Program/Project Manager,5-10 years
21105,22-24,Man,India,Bachelor’s degree,Student,< 1 years
21106,18-21,Man,India,I prefer not to answer,Student,< 1 years
21107,35-39,Man,Greece,Doctoral degree,Research Scientist,10-20 years
21108,18-21,Man,India,Bachelor’s degree,Student,1-3 years
21109,35-39,Man,Kenya,Doctoral degree,Research Scientist,3-5 years
21110,22-24,Man,Pakistan,Master’s degree,Software Engineer,1-3 years
21111,45-49,Man,South Korea,Bachelor’s degree,Product Manager,< 1 years
21112,18-21,Man,China,Bachelor’s degree,Student,1-3 years
21113,18-21,Woman,India,No formal education past high school,Student,5-10 years
21114,18-21,Man,Viet Nam,Bachelor’s degree,Student,1-3 years
21115,25-29,Woman,Viet Nam,Some college/university study without earning a bachelor’s degree,Data Engineer,1-3 years
21116,30-34,Man,Other,Doctoral degree,Statistician,< 1 years
21117,25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Scientist,5-10 years
21118,25-29,Woman,Sri Lanka,Master’s degree,Data Scientist,3-5 years
21119,22-24,Woman,Kenya,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years
21120,22-24,Man,India,Master’s degree,Software Engineer,3-5 years
21121,30-34,Man,United States of America,Bachelor’s degree,Other,< 1 years
21122,18-21,Man,India,Master’s degree,Program/Project Manager,I have never written code
21123,22-24,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,Student,3-5 years
21124,22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 years
21125,25-29,Man,France,Doctoral degree,Software Engineer,10-20 years
21126,30-34,Man,India,Bachelor’s degree,Business Analyst,1-3 years
21127,18-21,Woman,Ukraine,Bachelor’s degree,Student,3-5 years
21128,18-21,Man,India,Bachelor’s degree,Student,1-3 years
21129,22-24,Man,China,Master’s degree,Program/Project Manager,1-3 years
21130,22-24,Man,Bangladesh,Master’s degree,Data Scientist,1-3 years
21131,18-21,Man,India,Bachelor’s degree,Student,< 1 years
21132,18-21,Woman,Indonesia,Some college/university study without earning a bachelor’s degree,Student,1-3 years
21133,40-44,Man,Viet Nam,Bachelor’s degree,Program/Project Manager,1-3 years
21134,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Other,10-20 years
21135,22-24,Woman,India,Master’s degree,Student,1-3 years
21136,18-21,Man,India,Bachelor’s degree,Student,< 1 years
21137,22-24,Man,France,Master’s degree,Currently not employed,3-5 years
21138,18-21,Woman,Egypt,Bachelor’s degree,Student,1-3 years
21139,30-34,Man,India,Master’s degree,Data Analyst,3-5 years
21140,30-34,Woman,Viet Nam,Master’s degree,Business Analyst,I have never written code
21141,18-21,Man,Egypt,Bachelor’s degree,Business Analyst,I have never written code
21142,18-21,Woman,India,Bachelor’s degree,Student,< 1 years
21143,30-34,Man,India,Doctoral degree,Student,1-3 years
21144,35-39,Man,India,Doctoral degree,Other,10-20 years
21145,22-24,Man,France,Master’s degree,Student,1-3 years
21146,25-29,Man,Egypt,Bachelor’s degree,Data Scientist,1-3 years
21147,18-21,Man,India,Bachelor’s degree,Data Scientist,< 1 years
21148,40-44,Man,France,Master’s degree,Other,20+ years
21149,45-49,Man,Other,Doctoral degree,Research Scientist,20+ years
21150,55-59,Man,Taiwan,Doctoral degree,Machine Learning Engineer,20+ years
21151,18-21,Man,Turkey,Bachelor’s degree,Student,3-5 years
21152,22-24,Woman,Taiwan,Master’s degree,Student,3-5 years
21153,22-24,Man,Nigeria,Doctoral degree,Machine Learning Engineer,1-3 years
21154,35-39,Man,Japan,Bachelor’s degree,Research Scientist,< 1 years
21155,50-54,Man,Singapore,Doctoral degree,Research Scientist,10-20 years
21156,25-29,Woman,India,Master’s degree,Data Analyst,< 1 years
21157,25-29,Man,India,Doctoral degree,Research Scientist,I have never written code
21158,22-24,Woman,India,Bachelor’s degree,Data Scientist,1-3 years
21159,35-39,Man,India,Master’s degree,Other,I have never written code
21160,30-34,Man,India,Master’s degree,Data Scientist,5-10 years
21161,45-49,Woman,Germany,Master’s degree,Currently not employed,10-20 years
21162,22-24,Man,India,Master’s degree,Currently not employed,3-5 years
21163,25-29,Man,China,Master’s degree,Data Analyst,< 1 years
21164,22-24,Man,Philippines,Bachelor’s degree,Data Analyst,3-5 years
21165,55-59,Man,Australia,Bachelor’s degree,Software Engineer,20+ years
21166,25-29,Woman,Kenya,Bachelor’s degree,Currently not employed,< 1 years
21167,18-21,Man,India,Bachelor’s degree,Student,< 1 years
21168,25-29,Man,Nigeria,Bachelor’s degree,Data Scientist,1-3 years
21169,40-44,Woman,Saudi Arabia,Master’s degree,Data Scientist,5-10 years
21170,40-44,Man,Argentina,Master’s degree,Business Analyst,1-3 years
21171,18-21,Man,Egypt,Bachelor’s degree,Data Scientist,3-5 years
21172,30-34,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Student,3-5 years
21173,22-24,Man,United States of America,Master’s degree,Student,1-3 years
21174,25-29,Man,Denmark,Master’s degree,Product Manager,5-10 years
21175,50-54,Man,United States of America,Bachelor’s degree,Currently not employed,3-5 years
21176,22-24,Man,Bangladesh,Master’s degree,Software Engineer,1-3 years
21177,35-39,Man,India,Master’s degree,Data Analyst,I have never written code
21178,45-49,Man,South Korea,Bachelor’s degree,Data Engineer,5-10 years
21179,35-39,Man,Italy,Master’s degree,Data Analyst,1-3 years
21180,45-49,Man,Japan,Master’s degree,Machine Learning Engineer,20+ years
21181,18-21,Man,Algeria,Master’s degree,Student,1-3 years
21182,40-44,Man,South Africa,Some college/university study without earning a bachelor’s degree,Data Engineer,< 1 years
21183,25-29,Man,United States of America,Bachelor’s degree,Currently not employed,1-3 years
21184,70+,Man,Mexico,Doctoral degree,Research Scientist,20+ years
21185,22-24,Man,Nigeria,Bachelor’s degree,Student,1-3 years
21186,25-29,Man,India,Bachelor’s degree,Data Analyst,1-3 years
21187,40-44,Woman,United States of America,Doctoral degree,Student,3-5 years
21188,35-39,Man,Colombia,Master’s degree,Currently not employed,1-3 years
21189,30-34,Prefer not to say,India,Master’s degree,Research Scientist,10-20 years
21190,40-44,Man,Indonesia,Master’s degree,Student,10-20 years
21191,45-49,Man,Brazil,Master’s degree,Other,20+ years
21192,40-44,Man,"Iran, Islamic Republic of...",Master’s degree,Currently not employed,1-3 years
21193,25-29,Man,Russia,Master’s degree,Data Scientist,3-5 years
21194,25-29,Man,Japan,Master’s degree,Data Scientist,1-3 years
21195,30-34,Woman,India,Bachelor’s degree,Data Analyst,1-3 years
21196,30-34,Man,Thailand,Master’s degree,Data Analyst,1-3 years
21197,18-21,Man,United Arab Emirates,Bachelor’s degree,Student,1-3 years
21198,22-24,Man,Colombia,Bachelor’s degree,Data Analyst,1-3 years
21199,40-44,Man,Germany,Bachelor’s degree,Currently not employed,< 1 years
21200,45-49,Woman,Canada,Some college/university study without earning a bachelor’s degree,Other,I have never written code
21201,25-29,Man,Mexico,Master’s degree,Data Scientist,1-3 years
21202,50-54,Man,Japan,Doctoral degree,Currently not employed,1-3 years
21203,18-21,Woman,India,Bachelor’s degree,Software Engineer,1-3 years
21204,40-44,Woman,United States of America,Bachelor’s degree,Student,1-3 years
21205,18-21,Woman,Nigeria,Bachelor’s degree,Student,< 1 years
21206,18-21,Man,India,Master’s degree,Student,3-5 years
21207,25-29,Man,Ukraine,Master’s degree,Data Analyst,< 1 years
21208,45-49,Man,Saudi Arabia,Bachelor’s degree,Program/Project Manager,< 1 years
21209,40-44,Man,Colombia,Master’s degree,Machine Learning Engineer,20+ years
21210,18-21,Man,Israel,Bachelor’s degree,Other,5-10 years
21211,60-69,Man,Brazil,Doctoral degree,Data Scientist,3-5 years
21212,22-24,Man,Pakistan,Bachelor’s degree,Student,< 1 years
21213,25-29,Man,Spain,Master’s degree,Data Analyst,3-5 years
21214,18-21,Woman,Egypt,Some college/university study without earning a bachelor’s degree,Student,1-3 years
21215,25-29,Man,United States of America,Bachelor’s degree,Student,< 1 years
21216,22-24,Man,Nigeria,Bachelor’s degree,Student,< 1 years
21217,45-49,Man,Canada,Some college/university study without earning a bachelor’s degree,Software Engineer,10-20 years
21218,22-24,Man,Brazil,Bachelor’s degree,Currently not employed,1-3 years
21219,50-54,Man,United States of America,Bachelor’s degree,Student,< 1 years
21220,25-29,Man,India,Master’s degree,Data Scientist,1-3 years
21221,40-44,Man,India,Doctoral degree,Program/Project Manager,10-20 years
21222,22-24,Man,Ukraine,Doctoral degree,Research Scientist,< 1 years
21223,22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years
21224,35-39,Woman,Brazil,Doctoral degree,Data Scientist,1-3 years
21225,40-44,Prefer not to say,Sweden,Master’s degree,Student,< 1 years
21226,25-29,Woman,United States of America,Master’s degree,Data Scientist,1-3 years
21227,18-21,Man,Egypt,Bachelor’s degree,Data Analyst,< 1 years
21228,25-29,Man,South Korea,Bachelor’s degree,Student,< 1 years
21229,45-49,Man,Brazil,Bachelor’s degree,Software Engineer,20+ years
21230,25-29,Man,India,Master’s degree,Currently not employed,< 1 years
21231,45-49,Man,Italy,Master’s degree,Program/Project Manager,5-10 years
21232,22-24,Man,Ghana,Bachelor’s degree,Currently not employed,1-3 years
21233,25-29,Woman,Tunisia,Doctoral degree,Research Scientist,1-3 years
21234,30-34,Prefer not to say,United States of America,Master’s degree,Data Engineer,5-10 years
21235,18-21,Man,Pakistan,Bachelor’s degree,Student,< 1 years
21236,22-24,Man,India,Master’s degree,Data Analyst,3-5 years
21237,45-49,Man,United States of America,Master’s degree,Data Analyst,10-20 years
21238,18-21,Man,India,Bachelor’s degree,Student,5-10 years
21239,30-34,Man,Mexico,Doctoral degree,Student,5-10 years
21240,25-29,Man,India,Master’s degree,Data Engineer,< 1 years
21241,18-21,Man,Indonesia,Master’s degree,Data Engineer,1-3 years
21242,30-34,Man,Indonesia,I prefer not to answer,Currently not employed,< 1 years
21243,45-49,Man,Russia,Bachelor’s degree,Business Analyst,< 1 years
21244,35-39,Man,Kenya,Master’s degree,Data Analyst,I have never written code
21245,25-29,Man,Taiwan,Master’s degree,Machine Learning Engineer,5-10 years
21246,60-69,Man,Sweden,Master’s degree,Other,10-20 years
21247,25-29,Man,Kenya,Master’s degree,Software Engineer,3-5 years
21248,40-44,Man,United States of America,Master’s degree,Other,20+ years
21249,22-24,Woman,United States of America,Master’s degree,Student,1-3 years
21250,35-39,Man,Bangladesh,Bachelor’s degree,Business Analyst,5-10 years
21251,35-39,Man,Germany,Master’s degree,Other,10-20 years
21252,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,1-3 years
21253,22-24,Man,India,Bachelor’s degree,Data Analyst,1-3 years
21254,35-39,Man,Brazil,Master’s degree,Software Engineer,10-20 years
21255,22-24,Man,United States of America,Master’s degree,Student,1-3 years
21256,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Data Analyst,3-5 years
21257,18-21,Man,India,Bachelor’s degree,Data Scientist,3-5 years
21258,18-21,Man,India,Bachelor’s degree,Student,< 1 years
21259,22-24,Man,Mexico,Bachelor’s degree,Student,< 1 years
21260,30-34,Man,India,Bachelor’s degree,Software Engineer,5-10 years
21261,30-34,Man,Brazil,Bachelor’s degree,Statistician,3-5 years
21262,22-24,Woman,India,Master’s degree,Student,< 1 years
21263,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Student,1-3 years
21264,25-29,Man,China,Master’s degree,Student,1-3 years
21265,25-29,Woman,China,Bachelor’s degree,Student,< 1 years
21266,18-21,Prefer not to say,India,Master’s degree,Machine Learning Engineer,1-3 years
21267,45-49,Man,India,Bachelor’s degree,Currently not employed,< 1 years
21268,35-39,Man,Spain,Master’s degree,Other,I have never written code
21269,25-29,Woman,Russia,Doctoral degree,Software Engineer,5-10 years
21270,50-54,Man,Sweden,Some college/university study without earning a bachelor’s degree,Other,1-3 years
21271,35-39,Woman,Nigeria,Master’s degree,Data Engineer,1-3 years
21272,35-39,Man,India,Bachelor’s degree,Software Engineer,10-20 years
21273,22-24,Woman,Kenya,Bachelor’s degree,Currently not employed,1-3 years
21274,35-39,Woman,South Korea,Master’s degree,Data Analyst,10-20 years
21275,22-24,Man,Russia,Bachelor’s degree,Software Engineer,1-3 years
21276,18-21,Man,India,Bachelor’s degree,Student,1-3 years
21277,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Engineer,20+ years
21278,30-34,Man,Saudi Arabia,Master’s degree,Software Engineer,5-10 years
21279,30-34,Man,Malaysia,Master’s degree,Data Scientist,1-3 years
21280,40-44,Man,Greece,Master’s degree,Other,1-3 years
21281,25-29,Woman,United States of America,Master’s degree,Business Analyst,3-5 years
21282,22-24,Man,India,Bachelor’s degree,Student,1-3 years
21283,30-34,Man,South Korea,Master’s degree,Other,< 1 years
21284,22-24,Man,Brazil,Bachelor’s degree,Currently not employed,3-5 years
21285,18-21,Man,Viet Nam,No formal education past high school,Software Engineer,< 1 years
21286,18-21,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Student,< 1 years
21287,22-24,Man,India,Bachelor’s degree,Product Manager,1-3 years
21288,18-21,Man,"Iran, Islamic Republic of...",Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,3-5 years
21289,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,1-3 years
21290,18-21,Man,India,Bachelor’s degree,Student,< 1 years
21291,18-21,Man,India,Bachelor’s degree,Student,< 1 years
21292,22-24,Man,Brazil,Bachelor’s degree,Student,1-3 years
21293,18-21,Woman,India,Bachelor’s degree,Student,< 1 years
21294,70+,Man,Australia,Master’s degree,Currently not employed,20+ years
21295,25-29,Woman,United States of America,Master’s degree,Statistician,1-3 years
21296,18-21,Man,India,Bachelor’s degree,Student,1-3 years
21297,50-54,Woman,United States of America,Master’s degree,Currently not employed,5-10 years
21298,30-34,Man,Hong Kong (S.A.R.),Bachelor’s degree,Business Analyst,I have never written code
21299,22-24,Woman,Canada,Doctoral degree,Machine Learning Engineer,1-3 years
21300,35-39,Man,United States of America,Doctoral degree,Machine Learning Engineer,20+ years
21301,22-24,Man,Canada,Some college/university study without earning a bachelor’s degree,Business Analyst,1-3 years
21302,30-34,Man,India,Master’s degree,Other,I have never written code
21303,35-39,Man,Sweden,Doctoral degree,Currently not employed,1-3 years
21304,45-49,Man,United States of America,Master’s degree,Software Engineer,20+ years
21305,22-24,Man,India,Bachelor’s degree,Currently not employed,3-5 years
21306,22-24,Woman,Singapore,Bachelor’s degree,Student,< 1 years
21307,35-39,Man,India,Master’s degree,Data Analyst,5-10 years
21308,35-39,Woman,Brazil,Master’s degree,Business Analyst,5-10 years
21309,30-34,Woman,United States of America,Bachelor’s degree,Other,< 1 years
21310,35-39,Man,Spain,Master’s degree,Data Scientist,20+ years
21311,25-29,Woman,Spain,Master’s degree,Student,1-3 years
